Date,Daily Rainfall Total (mm),Highest 30-min Rainfall (mm),Highest 60-min Rainfall (mm),Highest 120-min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
11 Mar,10.2,2.2,3.0,4.6,25.6,27.6,24.0,6.2,38.2
12 Mar,0.0,0.0,0.0,0.0,27.1,31.0,24.7,6.6,37.1
13 Mar,0.0,0.0,0.0,0.0,27.4,32.8,24.9,7.1,32.0
14 Mar,13.6,12.0,13.6,13.6,27.4,31.7,24.5,6.9,32.0
15 Mar,0.0,0.0,0.0,0.0,27.3,32.1,25.3,6.3,29.2
16 Mar,0.0,0.0,0.0,0.0,27.7,32.8,25.7,5.7,25.9
17 Mar,0.8,0.8,0.8,0.8,27.8,31.9,26.1,7.8,31.0
18 Mar,0.0,0.0,0.0,0.0,27.9,32.0,25.8,7.3,28.1
19 Mar,11.4,10.2,11.4,11.4,27.6,31.4,25.1,7.2,34.9
20 Mar,0.0,0.0,0.0,0.0,28.2,32.5,25.7,6.7,27.0
21 Mar,19.2,18.6,19.2,19.2,27.8,32.9,23.8,7.4,38.9
22 Mar,55.0,40.0,53.8,55.0,27.0,32.7,21.9,5.6,41.0
23 Mar,0.2,0.2,0.2,0.2,28.0,32.0,25.7,7.9,31.3
24 Mar,0.0,0.0,0.0,0.0,28.1,31.3,26.1,6.8,28.8
25 Mar,0.0,0.0,0.0,0.0,28.4,32.1,26.6,8.9,41.0
26 Mar,0.0,0.0,0.0,0.0,28.5,32.3,26.5,8.2,40.7
27 Mar,0.0,0.0,0.0,0.0,28.6,31.5,26.5,8.3,39.2
28 Mar,1.0,0.6,0.6,0.6,28.1,30.5,26.3,6.1,34.2
29 Mar,32.2,17.6,25.4,30.0,26.6,28.1,22.5,5.5,43.9
30 Mar,0.2,0.2,0.2,0.2,28.1,31.9,25.6,7.4,34.2
31 Mar,0.0,0.0,0.0,0.0,28.1,31.8,26.1,5.7,36.7
1 Feb,0.0,0.0,0.0,0.0,26.2,30.0,23.8,8.1,47.2
2 Feb,3.2,3.0,3.0,3.0,25.8,28.2,24.0,6.8,39.6
3 Feb,0.0,0.0,0.0,0.0,25.9,29.4,24.3,7.8,36.4
4 Feb,9.0,7.6,8.8,8.8,25.2,27.4,23.2,6.8,33.8
5 Feb,0.0,0.0,0.0,0.0,26.4,29.7,24.5,9.4,47.2
6 Feb,8.6,6.4,7.0,7.8,25.7,28.8,23.3,7.9,41.8
7 Feb,0.0,0.0,0.0,0.0,26.3,29.7,24.4,8.6,43.2
8 Feb,0.0,0.0,0.0,0.0,26.4,29.9,24.2,9.1,39.6
9 Feb,0.0,0.0,0.0,0.0,26.4,29.7,24.5,10.4,44.6
14 Feb,0.0,0.0,0.0,0.0,26.4,30.2,23.9,7.6,32.0
15 Feb,0.0,0.0,0.0,0.0,26.8,31.8,24.2,7.9,32.8
16 Feb,0.0,0.0,0.0,0.0,27.3,32.1,24.6,8.4,36.4
17 Feb,0.0,0.0,0.0,0.0,27.3,31.5,24.9,7.8,36.0
18 Feb,0.0,0.0,0.0,0.0,27.6,32.3,24.8,7.6,33.8
19 Feb,28.6,16.2,24.2,27.6,26.2,31.2,22.3,7.5,40.0
20 Feb,0.0,0.0,0.0,0.0,27.2,31.3,25.1,8.3,32.0
21 Feb,0.0,0.0,0.0,0.0,27.0,31.5,24.7,7.8,35.3
22 Feb,0.0,0.0,0.0,0.0,27.1,31.0,24.6,7.5,31.7
23 Feb,32.2,27.6,30.8,32.0,26.9,32.9,24.5,7.4,41.8
24 Feb,0.0,0.0,0.0,0.0,27.0,29.7,24.9,6.9,35.6
25 Feb,0.0,0.0,0.0,0.0,27.2,31.2,24.8,8.1,34.9
26 Feb,0.0,0.0,0.0,0.0,27.2,31.2,24.9,7.5,29.2
27 Feb,0.0,0.0,0.0,0.0,27.7,32.4,20.8,7.9,39.6
28 Feb,0.0,0.0,0.0,0.0,28.1,32.6,25.3,8.1,35.6
1 Jan,0.2,0.2,0.2,0.2,25.7,27.1,24.5,6.0,34.2
2 Jan,0.0,0.0,0.0,0.0,26.6,29.6,24.6,8.0,41.4
3 Jan,0.4,0.4,0.4,0.4,26.9,31.6,24.3,7.8,38.2
4 Jan,0.0,0.0,0.0,0.0,27.3,31.8,24.5,7.9,34.6
5 Jan,0.0,0.0,0.0,0.0,27.6,32.2,24.4,6.5,31.0
6 Jan,52.2,30.8,42.0,46.8,26.5,32.2,23.7,6.3,38.2
7 Jan,11.2,10.4,11.0,11.2,26.2,30.3,24.3,5.8,33.1
8 Jan,43.2,22.4,35.8,40.8,25.6,30.5,23.8,5.5,25.6
9 Jan,1.0,0.4,0.8,1.0,24.5,26.8,23.5,5.8,28.8
10 Jan,0.4,0.2,0.4,0.4,26.1,31.4,23.3,6.1,32.8
11 Jan,5.4,4.0,4.8,5.2,26.4,29.6,24.5,6.0,26.3
12 Jan,3.6,3.6,3.6,3.6,27.1,31.0,25.2,8.5,43.2
13 Jan,0.0,0.0,0.0,0.0,27.2,31.1,24.7,9.8,40.3
14 Jan,0.0,0.0,0.0,0.0,27.2,30.8,25.1,8.3,37.1
15 Jan,0.0,0.0,0.0,0.0,27.1,31.4,24.8,8.9,38.2
16 Jan,0.0,0.0,0.0,0.0,26.9,31.4,23.7,8.3,37.1
17 Jan,0.0,0.0,0.0,0.0,26.8,31.3,23.7,8.6,39.2
18 Jan,0.0,0.0,0.0,0.0,26.6,30.6,24.2,8.9,38.5
19 Jan,0.0,0.0,0.0,0.0,26.6,30.6,24.4,8.7,38.5
20 Jan,0.0,0.0,0.0,0.0,26.5,29.8,24.5,8.5,40.0
21 Jan,2.8,1.8,2.0,2.0,26.0,30.4,24.3,7.2,39.2
22 Jan,0.0,0.0,0.0,0.0,26.6,30.2,24.7,8.5,38.2
23 Jan,0.0,0.0,0.0,0.0,26.3,29.5,24.2,8.2,39.6
24 Jan,0.0,0.0,0.0,0.0,26.5,30.8,24.8,6.8,31.3
25 Jan,0.0,0.0,0.0,0.0,26.6,30.9,24.6,7.2,29.2
26 Jan,0.0,0.0,0.0,0.0,26.7,30.5,24.8,7.4,34.2
27 Jan,0.0,0.0,0.0,0.0,27.1,31.7,24.4,7.4,33.1
28 Jan,2.0,2.0,2.0,2.0,26.8,32.0,23.9,6.1,31.3
29 Jan,0.2,0.2,0.2,0.2,26.5,29.1,25.0,7.2,34.6
30 Jan,0.0,0.0,0.0,0.0,26.8,31.1,24.7,6.9,35.6
31 Jan,0.0,0.0,0.0,0.0,27.0,31.0,24.9,8.9,44.3
1 Dec,6.8,4.0,4.0,4.0,26.4,29.3,23.6,4.9,45.4
2 Dec,0.0,0.0,0.0,0.0,28.0,31.3,25.5,4.4,25.2
3 Dec,0.0,0.0,0.0,0.0,28.9,32.9,26.0,5.2,28.1
4 Dec,23.6,5.8,9.4,15.4,26.0,28.2,23.4,5.4,38.5
5 Dec,0.0,0.0,0.0,0.0,28.1,32.9,25.0,5.3,24.8
6 Dec,6.8,2.8,5.0,6.2,26.9,29.6,23.4,5.9,45.4
7 Dec,37.6,29.8,32.6,33.4,26.9,32.8,23.2,5.5,37.1
8 Dec,18.2,17.4,18.2,18.2,26.6,30.2,24.4,5.0,31.0
9 Dec,0.0,0.0,0.0,0.0,27.7,31.0,25.0,6.2,31.3
10 Dec,0.0,0.0,0.0,0.0,28.2,32.4,25.9,6.9,37.8
11 Dec,7.6,5.4,6.4,6.4,27.4,32.1,24.2,6.0,29.2
12 Dec,0.0,0.0,0.0,0.0,28.1,32.4,25.8,6.1,30.2
13 Dec,45.4,21.0,33.6,45.4,27.5,31.0,23.4,6.0,38.5
14 Dec,3.0,2.8,3.0,3.0,28.0,32.1,25.0,4.8,29.9
15 Dec,0.0,0.0,0.0,0.0,27.9,31.5,25.1,6.0,33.8
16 Dec,1.0,0.6,1.0,1.0,26.6,28.9,25.1,5.2,25.2
17 Dec,27.0,16.8,23.4,26.8,26.2,29.8,23.2,4.4,30.6
18 Dec,9.6,9.0,9.6,9.6,27.6,32.2,25.4,5.9,36.0
19 Dec,33.6,9.8,13.4,17.8,24.8,26.2,23.7,6.3,34.6
20 Dec,15.0,11.2,14.8,15.0,26.9,32.5,24.5,5.5,30.6
21 Dec,18.8,13.8,16.6,18.8,26.9,32.5,24.9,4.8,30.2
22 Dec,0.2,0.2,0.2,0.2,26.6,30.5,25.0,5.0,19.8
23 Dec,8.6,8.4,8.6,8.6,26.0,28.2,24.5,5.4,27.4
24 Dec,4.4,2.6,3.4,3.6,26.3,30.7,24.2,5.6,29.2
25 Dec,0.2,0.2,0.2,0.2,27.1,31.4,24.8,4.7,24.1
26 Dec,67.6,22.2,32.8,53.2,24.7,28.2,23.0,5.6,33.8
27 Dec,40.6,13.6,18.0,19.8,25.5,30.9,23.5,4.8,31.3
28 Dec,2.4,1.2,1.4,1.6,25.9,29.4,23.7,6.1,30.6
29 Dec,4.6,2.6,3.4,4.6,25.0,27.6,23.4,9.9,42.5
30 Dec,0.0,0.0,0.0,0.0,24.8,26.1,23.7,8.4,40.3
31 Dec,0.0,0.0,0.0,0.0,26.2,28.6,24.6,7.6,39.6
1 Nov,2.2,1.8,2.0,2.2,28.0,31.2,26.1,5.2,24.8
2 Nov,0.0,0.0,0.0,0.0,28.8,31.6,26.6,6.7,28.1
3 Nov,0.0,0.0,0.0,0.0,29.4,32.1,27.6,7.4,29.2
4 Nov,0.0,0.0,0.0,0.0,29.8,33.1,27.7,8.1,29.2
5 Nov,13.8,9.2,9.2,10.4,27.9,33.4,25.2,5.2,37.4
6 Nov,5.4,5.2,5.4,5.4,26.3,30.2,23.8,5.2,33.5
7 Nov,20.2,15.6,16.8,17.0,26.7,30.5,24.4,5.3,28.8
8 Nov,73.2,45.4,57.0,57.4,27.1,31.7,23.1,8.1,33.1
9 Nov,7.8,4.8,6.2,6.2,27.2,30.3,23.7,6.0,55.1
10 Nov,0.4,0.4,0.4,0.4,27.4,30.2,24.5,5.8,36.4
11 Nov,9.2,8.6,8.6,8.6,26.5,30.4,23.9,4.0,46.8
12 Nov,5.0,4.6,5.0,5.0,27.1,32.3,24.1,3.9,38.9
13 Nov,0.2,0.2,0.2,0.2,27.1,32.7,25.1,4.7,31.7
14 Nov,0.2,0.2,0.2,0.2,27.3,31.6,23.8,6.9,33.5
15 Nov,1.8,1.0,1.2,1.6,26.9,32.5,24.8,4.7,33.8
16 Nov,3.6,1.4,2.0,2.2,26.5,30.7,25.3,4.3,28.8
17 Nov,4.0,3.0,3.6,3.8,26.4,29.8,24.5,4.7,34.6
18 Nov,6.6,1.0,1.6,2.8,25.3,26.3,24.2,4.5,15.8
19 Nov,0.0,0.0,0.0,0.0,27.7,32.6,25.2,4.9,25.2
20 Nov,24.2,19.6,20.2,21.8,27.0,30.6,25.3,4.3,27.0
21 Nov,1.6,1.4,1.6,1.6,27.3,30.4,25.1,4.3,21.6
22 Nov,1.2,1.2,1.2,1.2,28.2,31.9,26.4,4.9,28.4
23 Nov,22.6,13.6,15.4,15.4,27.3,32.2,24.6,3.6,33.8
24 Nov,69.4,37.6,49.0,61.0,26.8,30.3,23.8,4.8,41.8
25 Nov,14.0,9.8,12.4,12.6,27.3,31.9,24.9,4.1,25.9
26 Nov,12.6,5.2,8.2,12.4,27.1,32.0,24.2,4.9,25.2
27 Nov,0.0,0.0,0.0,0.0,27.4,31.5,25.5,5.2,33.5
28 Nov,0.4,0.4,0.4,0.4,28.1,31.7,26.3,4.7,29.2
29 Nov,4.0,3.2,3.8,3.8,26.4,30.5,24.6,5.2,31.0
30 Nov,0.2,0.2,0.2,0.2,27.7,31.0,24.9,4.3,26.3
1 Oct,0.0,0.0,0.0,0.0,29.0,33.0,26.9,9.2,36.0
2 Oct,0.0,0.0,0.0,0.0,28.7,32.0,27.0,8.6,24.5
3 Oct,0.0,0.0,0.0,0.0,28.9,32.2,26.9,9.6,32.8
4 Oct,19.0,11.8,18.8,19.0,27.0,29.2,23.1,8.6,32.8
5 Oct,0.0,0.0,0.0,0.0,26.6,29.3,24.3,9.3,37.1
6 Oct,0.0,0.0,0.0,0.0,27.9,31.6,25.1,7.6,29.9
7 Oct,0.0,0.0,0.0,0.0,28.8,31.9,27.2,10.4,34.9
8 Oct,0.0,0.0,0.0,0.0,28.9,32.2,27.2,8.2,30.6
9 Oct,0.0,0.0,0.0,0.0,28.8,31.3,27.3,10.3,34.9
10 Oct,0.0,0.0,0.0,0.0,29.3,33.2,27.7,10.5,29.2
11 Oct,0.0,0.0,0.0,0.0,28.6,32.3,27.3,6.8,30.6
12 Oct,0.6,0.4,0.4,0.4,28.2,32.4,25.5,5.1,24.8
13 Oct,0.0,0.0,0.0,0.0,29.1,33.4,26.4,5.5,26.3
14 Oct,1.8,1.8,1.8,1.8,28.2,32.9,24.6,4.3,33.8
15 Oct,0.0,0.0,0.0,0.0,28.2,30.6,25.9,5.8,27.4
16 Oct,7.0,3.8,5.0,5.6,27.9,30.2,26.3,5.8,28.8
17 Oct,9.6,7.0,7.0,7.2,28.3,31.8,26.0,5.6,29.2
18 Oct,44.6,33.4,42.4,43.8,26.6,29.4,24.8,5.2,28.1
19 Oct,0.0,0.0,0.0,0.0,27.7,32.4,24.7,5.6,38.5
20 Oct,0.0,0.0,0.0,0.0,28.8,32.7,26.3,6.8,37.4
21 Oct,1.0,0.6,1.0,1.0,27.0,31.7,24.9,4.6,29.9
22 Oct,4.2,1.6,2.8,4.0,26.1,27.8,24.8,4.1,18.0
23 Oct,0.0,0.0,0.0,0.0,28.4,32.1,25.5,4.7,25.9
24 Oct,0.0,0.0,0.0,0.0,29.0,32.9,26.2,6.2,29.2
25 Oct,0.0,0.0,0.0,0.0,29.3,32.8,26.7,7.8,31.0
26 Oct,0.0,0.0,0.0,0.0,29.4,34.4,27.6,9.8,38.5
27 Oct,37.8,16.2,21.4,31.0,27.6,31.5,24.0,5.8,45.0
28 Oct,9.0,7.6,8.8,9.0,28.1,32.0,25.4,4.1,27.4
29 Oct,1.0,1.0,1.0,1.0,29.1,33.3,26.7,7.3,34.9
30 Oct,6.0,5.4,6.0,6.0,28.4,31.5,26.3,4.2,31.0
31 Oct,0.2,0.2,0.2,0.2,27.8,32.1,25.4,4.4,36.0
1 Sep,0.0,0.0,0.0,0.0,28.9,32.4,26.7,11.5,34.6
2 Sep,0.0,0.0,0.0,0.0,28.4,31.5,26.5,9.8,35.3
3 Sep,36.4,27.8,32.2,36.4,26.6,31.3,22.1,5.1,39.6
4 Sep,0.0,0.0,0.0,0.0,28.2,32.1,25.2,5.9,26.3
5 Sep,0.2,0.2,0.2,0.2,27.8,30.8,24.3,6.9,40.0
6 Sep,0.0,0.0,0.0,0.0,26.9,29.1,23.9,11.2,52.9
7 Sep,0.0,0.0,0.0,0.0,28.3,31.6,26.4,5.8,25.6
8 Sep,0.0,0.0,0.0,0.0,28.9,32.9,26.7,8.0,32.0
9 Sep,0.0,0.0,0.0,0.0,28.3,31.5,26.7,8.4,33.8
10 Sep,0.0,0.0,0.0,0.0,28.7,31.5,27.2,9.7,36.0
11 Sep,31.6,22.0,29.4,30.2,27.2,31.0,23.3,8.9,41.0
12 Sep,0.0,0.0,0.0,0.0,28.0,31.0,25.6,9.0,35.6
13 Sep,0.0,0.0,0.0,0.0,28.7,31.9,27.1,9.6,39.2
14 Sep,0.0,0.0,0.0,0.0,28.7,31.0,27.3,9.2,38.5
15 Sep,0.0,0.0,0.0,0.0,28.8,32.0,27.5,10.0,43.9
16 Sep,0.0,0.0,0.0,0.0,28.7,30.9,27.2,11.4,37.1
